CustomerKey,GeographyKey,CustomerAlternateKey,Title,First Name,Middle Name,Last Name,Name Style,Birth Date,Marital Status,Suffix,Gender,Email Address,Yearly Income,Total Children,Number Children At Home,English Education,Spanish Education,French Education,English Occupation,Spanish Occupation,French Occupation,House Owner Flag,Number Cars Owned,Address Line 1,Address Line 2,Phone,Date First Purchase,Commute Distance,Full Name,Age Breakdown
18048,229,"AW00018048","","Alisha","","Sun",False,1974-10-06 00:00:00.000,"S","","F","alisha13@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"4096 San Remo","","1 (11) 500 555-0137",2008-05-21 00:00:00.000,"1-2 Miles","Alisha Sun","45-54"
19371,168,"AW00019371","","Roy","","Mehta",False,1977-06-07 00:00:00.000,"S","","M","roy14@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Winter der Böck 8559","","1 (11) 500 555-0112",2008-05-03 00:00:00.000,"2-5 Miles","Roy Mehta","45-54"
19377,121,"AW00019377","","Dominic","","Chandra",False,1976-02-26 00:00:00.000,"S","","M","dominic3@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Krönerweg 92","","1 (11) 500 555-0119",2008-07-23 00:00:00.000,"2-5 Miles","Dominic Chandra","45-54"
19380,183,"AW00019380","","Marshall","","Luo",False,1975-07-11 00:00:00.000,"S","","M","marshall27@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Attaché de Presse","","1 (11) 500 555-0125",2007-03-01 00:00:00.000,"2-5 Miles","Marshall Luo","45-54"
19381,222,"AW00019381","","Brandi","","Romero",False,1975-01-12 00:00:00.000,"S","","F","brandi9@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"21, cours Mirabeau","","1 (11) 500 555-0131",2007-03-24 00:00:00.000,"2-5 Miles","Brandi Romero","45-54"
19386,183,"AW00019386","","Allen","","Martinez",False,1974-06-25 00:00:00.000,"S","","M","allen16@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"810, rue des Rosiers","","1 (11) 500 555-0110",2007-03-11 00:00:00.000,"2-5 Miles","Allen Martinez","45-54"
19390,223,"AW00019390","","Terrance","","Perez",False,1978-10-03 00:00:00.000,"S","","M","terrance19@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"33, rue Georges-Clémenceau","","1 (11) 500 555-0119",2008-02-03 00:00:00.000,"1-2 Miles","Terrance Perez","45-54"
19509,131,"AW00019509","","Nancy","","Suri",False,1976-01-19 00:00:00.000,"S","","F","nancy5@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Marketplatz 5292","","1 (11) 500 555-0119",2008-05-05 00:00:00.000,"2-5 Miles","Nancy Suri","45-54"
19516,207,"AW00019516","","Kaitlyn","","Griffin",False,1975-01-09 00:00:00.000,"S","","F","kaitlyn88@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"55, rue de Courtaboeuf","","1 (11) 500 555-0115",2007-09-25 00:00:00.000,"0-1 Miles","Kaitlyn Griffin","45-54"
19517,222,"AW00019517","","Max","","Gomez",False,1975-09-22 00:00:00.000,"S","","M","max2@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"6, rue de Cambrai","","1 (11) 500 555-0113",2007-06-17 00:00:00.000,"2-5 Miles","Max Gomez","45-54"
19518,159,"AW00019518","","Clifford","","Arun",False,1975-01-10 00:00:00.000,"S","","M","clifford7@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Pascalstr 756","","1 (11) 500 555-0176",2006-06-18 00:00:00.000,"2-5 Miles","Clifford Arun","45-54"
20948,209,"AW00020948","","Xavier","","White",False,1975-07-09 00:00:00.000,"S","","M","xavier10@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"4+B347533, place de la République","","1 (11) 500 555-0113",2007-09-25 00:00:00.000,"0-1 Miles","Xavier White","45-54"
20955,208,"AW00020955","","Dawn","","Pal",False,1975-03-12 00:00:00.000,"S","","F","dawn36@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"51, rue de la Cavalerie","","1 (11) 500 555-0152",2008-06-05 00:00:00.000,"2-5 Miles","Dawn Pal","45-54"
20958,178,"AW00020958","","Gerald","","Alonso",False,1975-09-26 00:00:00.000,"S","","M","gerald16@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Buergermeister-ulrich-str 2411","","1 (11) 500 555-0160",2007-08-02 00:00:00.000,"0-1 Miles","Gerald Alonso","45-54"
21126,196,"AW00021126","","Kaitlin","","Gonzalez",False,1975-11-07 00:00:00.000,"S","","F","kaitlin17@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"534, rue des Grands Champs","","1 (11) 500 555-0117",2007-10-24 00:00:00.000,"2-5 Miles","Kaitlin Gonzalez","45-54"
21128,117,"AW00021128","","Kenneth","","Andersen",False,1975-06-20 00:00:00.000,"S","","M","kenneth11@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Wertheimer Straße 854","","1 (11) 500 555-0185",2007-12-30 00:00:00.000,"0-1 Miles","Kenneth Andersen","45-54"
22532,269,"AW00022532","","Ryan","","Thomas",False,1976-08-10 00:00:00.000,"S","","M","ryan50@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"5716 Weatherly Drive","","1 (11) 500 555-0197",2008-06-05 00:00:00.000,"2-5 Miles","Ryan Thomas","45-54"
22541,151,"AW00022541","","Stefanie","","Martinez",False,1973-12-26 00:00:00.000,"S","","F","stefanie15@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Im Himmelsweg 27","","1 (11) 500 555-0120",2007-10-31 00:00:00.000,"2-5 Miles","Stefanie Martinez","45-54"
22707,171,"AW00022707","","Haley","","Russell",False,1976-01-19 00:00:00.000,"S","","F","haley39@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Pascalstr 7","","1 (11) 500 555-0119",2008-02-12 00:00:00.000,"2-5 Miles","Haley Russell","45-54"
22712,184,"AW00022712","","Monique","","Romero",False,1974-02-06 00:00:00.000,"S","","F","monique5@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"16, rue des Grands Champs","","1 (11) 500 555-0145",2008-04-22 00:00:00.000,"2-5 Miles","Monique Romero","45-54"
23444,207,"AW00023444","","Aidan","","Washington",False,1973-11-13 00:00:00.000,"S","","M","aidan14@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"20, rue Royale","","1 (11) 500 555-0148",2008-04-08 00:00:00.000,"2-5 Miles","Aidan Washington","45-54"
23748,211,"AW00023748","","Yolanda","","Pal",False,1978-02-16 00:00:00.000,"S","","F","yolanda11@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"19, avenue de la Gare","","1 (11) 500 555-0110",2008-04-09 00:00:00.000,"2-5 Miles","Yolanda Pal","45-54"
23958,213,"AW00023958","","Amy","","Lin",False,1975-10-17 00:00:00.000,"S","","F","amy15@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"10, place Beaubernard","","1 (11) 500 555-0129",2008-05-22 00:00:00.000,"2-5 Miles","Amy Lin","45-54"
23959,155,"AW00023959","","Amber","","Parker",False,1975-06-02 00:00:00.000,"S","","F","amber7@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Platz des Landtags 433","","1 (11) 500 555-0198",2007-08-28 00:00:00.000,"0-1 Miles","Amber Parker","45-54"
23961,175,"AW00023961","","Karen","","Huang",False,1975-06-22 00:00:00.000,"S","","F","karen15@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Galeriestr 6266","","1 (11) 500 555-0122",2008-02-28 00:00:00.000,"2-5 Miles","Karen Huang","45-54"
24120,133,"AW00024120","","Kaitlyn","","Allen",False,1977-05-18 00:00:00.000,"S","","F","kaitlyn22@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Dunckerstr 48523","","1 (11) 500 555-0183",2007-09-26 00:00:00.000,"2-5 Miles","Kaitlyn Allen","45-54"
25508,147,"AW00025508","","Melissa","","Cook",False,1977-06-03 00:00:00.000,"S","","F","melissa43@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Brunnenstr 44","","1 (11) 500 555-0175",2008-05-06 00:00:00.000,"0-1 Miles","Melissa Cook","45-54"
25528,121,"AW00025528","","Alexandria","","Butler",False,1974-08-05 00:00:00.000,"S","","F","alexandria14@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Auf der Krone 992","","1 (11) 500 555-0126",2008-05-15 00:00:00.000,"2-5 Miles","Alexandria Butler","45-54"
25667,149,"AW00025667","","Jaclyn","","Gao",False,1977-10-28 00:00:00.000,"S","","F","jaclyn16@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Marketplatz 5492","","1 (11) 500 555-0135",2007-10-30 00:00:00.000,"2-5 Miles","Jaclyn Gao","45-54"
25674,150,"AW00025674","","Reginald","","Navarro",False,1976-07-26 00:00:00.000,"S","","M","reginald17@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Wolfgangstraße 72","","1 (11) 500 555-0147",2007-09-08 00:00:00.000,"0-1 Miles","Reginald Navarro","45-54"
25675,264,"AW00025675","","Joe","","Blanco",False,1976-06-11 00:00:00.000,"S","","M","joe39@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"1781 Camino Solano","","1 (11) 500 555-0110",2007-08-19 00:00:00.000,"0-1 Miles","Joe Blanco","45-54"
25679,222,"AW00025679","","Meredith","","Rodriguez",False,1975-06-21 00:00:00.000,"S","","F","meredith19@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"92, rue Henri Gagnon","","1 (11) 500 555-0130",2008-03-09 00:00:00.000,"2-5 Miles","Meredith Rodriguez","45-54"
25680,123,"AW00025680","","Manuel","","Subram",False,1975-09-26 00:00:00.000,"S","","M","manuel11@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Residenz Straße 449","","1 (11) 500 555-0120",2007-12-17 00:00:00.000,"2-5 Miles","Manuel Subram","45-54"
25681,155,"AW00025681","","Melinda","","Serrano",False,1975-03-02 00:00:00.000,"S","","F","melinda11@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Wertheimer Straße 895","","1 (11) 500 555-0198",2007-09-01 00:00:00.000,"2-5 Miles","Melinda Serrano","45-54"
26212,133,"AW00026212","","Summer","","Martinez",False,1979-05-07 00:00:00.000,"S","","F","summer15@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Am Kreuz 555","","1 (11) 500 555-0169",2008-04-07 00:00:00.000,"2-5 Miles","Summer Martinez","45-54"
26874,118,"AW00026874","","Jorge","","Zhang",False,1977-11-19 00:00:00.000,"S","","M","jorge1@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Hochstr 8222","","1 (11) 500 555-0198",2007-11-02 00:00:00.000,"2-5 Miles","Jorge Zhang","45-54"
26876,260,"AW00026876","","Holly","","Lopez",False,1977-07-25 00:00:00.000,"S","","F","holly16@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"8965 Rheem Blvd.","","1 (11) 500 555-0115",2007-12-14 00:00:00.000,"0-1 Miles","Holly Lopez","45-54"
26886,267,"AW00026886","","Jasmine","","Robinson",False,1976-11-12 00:00:00.000,"S","","F","jasmine15@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"8611 Park Lane Circle","","1 (11) 500 555-0118",2007-12-23 00:00:00.000,"0-1 Miles","Jasmine Robinson","45-54"
26975,186,"AW00026975","","Janet","","Ward",False,1979-04-07 00:00:00.000,"S","","F","janet29@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"2802, boulevard Beau Marchais","","1 (11) 500 555-0175",2008-01-08 00:00:00.000,"1-2 Miles","Janet Ward","45-54"
27153,211,"AW00027153","","Gina","","Ruiz",False,1974-08-11 00:00:00.000,"S","","F","gina2@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"44, rue Saint Denis","","1 (11) 500 555-0160",2007-09-27 00:00:00.000,"0-1 Miles","Gina Ruiz","45-54"
27154,121,"AW00027154","","Holly","","Arun",False,1974-12-20 00:00:00.000,"S","","F","holly8@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Wallstr 24","","1 (11) 500 555-0162",2008-04-22 00:00:00.000,"2-5 Miles","Holly Arun","45-54"
28424,233,"AW00028424","","Neil","","Romero",False,1977-01-20 00:00:00.000,"S","","M","neil8@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"4657 Price Lane","","1 (11) 500 555-0137",2008-05-16 00:00:00.000,"0-1 Miles","Neil Romero","45-54"
28426,246,"AW00028426","","Melvin","","Xie",False,1977-08-18 00:00:00.000,"S","","M","melvin3@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"3713 Rollingwood Dr.","","1 (11) 500 555-0149",2008-04-13 00:00:00.000,"2-5 Miles","Melvin Xie","45-54"
28427,247,"AW00028427","","Yolanda","","Deng",False,1977-04-10 00:00:00.000,"S","","F","yolanda1@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"1979 Driving Drive","","1 (11) 500 555-0151",2008-05-14 00:00:00.000,"0-1 Miles","Yolanda Deng","45-54"
28438,271,"AW00028438","","Heidi","","Sanchez",False,1976-07-02 00:00:00.000,"S","","F","heidi23@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"277 South Royal Links","","1 (11) 500 555-0114",2008-06-06 00:00:00.000,"0-1 Miles","Heidi Sanchez","45-54"
28444,209,"AW00028444","","Pedro","","Sai",False,1975-11-19 00:00:00.000,"S","","M","pedro6@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"2, rue Pierre-Demoulin","","1 (11) 500 555-0173",2007-09-21 00:00:00.000,"0-1 Miles","Pedro Sai","45-54"
28445,154,"AW00028445","","Shaun","","She",False,1975-12-19 00:00:00.000,"S","","M","shaun2@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"Bundesallee 5511","","1 (11) 500 555-0190",2008-05-13 00:00:00.000,"0-1 Miles","Shaun She","45-54"
28723,273,"AW00028723","","Ryan","","Yang",False,1973-10-23 00:00:00.000,"S","","M","ryan31@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"9903 Clearland Circle","","1 (11) 500 555-0191",2007-10-06 00:00:00.000,"0-1 Miles","Ryan Yang","45-54"
28730,269,"AW00028730","","Nicole","","Robinson",False,1979-10-20 00:00:00.000,"S","","F","nicole18@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"9430 Thornhill Place","","1 (11) 500 555-0137",2007-08-07 00:00:00.000,"2-5 Miles","Nicole Robinson","45-54"
29429,203,"AW00029429","","Marie","","Suarez",False,1975-05-22 00:00:00.000,"S","","F","marie43@adventure-works.com",30000,0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Clerical","Administrativo","Employé",0,1,"6186, place du Tertre","","1 (11) 500 555-0111",2008-06-14 00:00:00.000,"0-1 Miles","Marie Suarez","45-54"
